 3615 3616 3871 1 1
 3616 3617 3872 1 1
 3617 3618 3873 1 1
 3618 3619 3874 1 1
 3619 3620 3875 1 1
 3620 3621 3876 1 1
 3621 3622 3877 1 1
 3622 3623 3878 1 1
 3623 3624 3879 1 1
 3624 3625 3880 1 1
 3625 3626 3881 1 1
 3626 3627 3882 1 1
 3627 3628 3883 1 1
 3628 3629 3884 1 1
 3629 3630 3885 1 1
 3630 3631 3886 1 1
 3631 3632 3887 1 1
 3632 3633 3888 1 1
 3633 3634 3889 1 1
 3634 3635 3890 1 1
 3635 3636 3891 1 1
 3636 3637 3892 1 1
 3637 3638 3893 1 1
 3638 3639 3894 1 1
 3639 3640 3895 1 1
 3640 3641 3896 1 1
 3641 3642 3897 1 1
 3642 3643 3898 1 1
 3643 3644 3899 1 1
 3644 3645 3900 1 1
 3645 3646 3901 1 1
 3646 3647 3902 1 1
 3647 3648 3904 1 1
 88 177 3738 9 1
 177 266 3740 9 1
 266 355 3742 9 1
 355 444 3744 9 1
 444 533 3746 9 1
 533 622 3748 9 1
 622 711 3750 9 1
 711 800 3752 9 1
 800 889 3754 9 1
 889 978 3756 9 1
 978 1067 3758 9 1
 1067 1156 3760 9 1
 1156 1245 3762 9 1
 1245 1334 3764 9 1
 1334 1423 3766 9 1
 1423 1512 3768 9 1
 1512 1601 3770 9 1
 1601 1690 3772 9 1
 1690 1779 3774 9 1
 1779 1868 3776 9 1
 1868 1957 3778 9 1
 1957 2046 3780 9 1
 2046 2135 3782 9 1
 2135 2224 3784 9 1
 2224 2313 3786 9 1
 2313 2402 3788 9 1
 2402 2491 3790 9 1
 2491 2580 3792 9 1
 2580 2669 3794 9 1
 2669 2758 3796 9 1
 2758 2847 3798 9 1
 2847 2936 3800 9 1
 2936 3025 3802 9 1
 3025 3114 3804 9 1
 3114 3203 3806 9 1
 3203 3292 3808 9 1
 3292 3381 3810 9 1
 3381 3470 3812 9 1
 3470 3559 3814 9 1
 3559 3648 3903 9 1
 0 1 3649 1 1
 1 2 3651 1 1
 2 3 3652 1 1
 3 4 3653 1 1
 4 5 3654 1 1
 5 6 3655 1 1
 6 7 3656 1 1
 7 8 3657 1 1
 8 9 3658 1 1
 9 10 3659 1 1
 10 11 3660 1 1
 11 12 3661 1 1
 12 13 3662 1 1
 13 14 3663 1 1
 14 15 3664 1 1
 15 16 3665 1 1
 16 17 3666 1 1
 17 18 3667 1 1
 18 19 3668 1 1
 19 20 3669 1 1
 20 21 3670 1 1
 21 22 3671 1 1
 22 23 3672 1 1
 23 24 3673 1 1
 24 25 3674 2 1
 25 26 3675 2 1
 26 27 3676 2 1
 27 28 3677 2 1
 28 29 3678 2 1
 29 30 3679 2 1
 30 31 3680 2 1
 31 32 3681 2 1
 32 33 3682 2 1
 33 34 3683 2 1
 34 35 3684 2 1
 35 36 3685 2 1
 36 37 3686 2 1
 37 38 3687 2 1
 38 39 3688 2 1
 39 40 3689 2 1
 40 41 3690 2 1
 41 42 3691 2 1
 42 43 3692 2 1
 43 44 3693 2 1
 44 45 3694 2 1
 45 46 3695 2 1
 46 47 3696 2 1
 47 48 3697 2 1
 48 49 3698 2 1
 49 50 3699 2 1
 50 51 3700 2 1
 51 52 3701 2 1
 52 53 3702 2 1
 53 54 3703 2 1
 54 55 3704 2 1
 55 56 3705 2 1
 56 57 3706 2 1
 57 58 3707 2 1
 58 59 3708 2 1
 59 60 3709 2 1
 60 61 3710 2 1
 61 62 3711 2 1
 62 63 3712 2 1
 63 64 3713 2 1
 64 65 3714 1 1
 65 66 3715 1 1
 66 67 3716 1 1
 67 68 3717 1 1
 68 69 3718 1 1
 69 70 3719 1 1
 70 71 3720 1 1
 71 72 3721 1 1
 72 73 3722 1 1
 73 74 3723 1 1
 74 75 3724 1 1
 75 76 3725 1 1
 76 77 3726 1 1
 77 78 3727 1 1
 78 79 3728 1 1
 79 80 3729 1 1
 80 81 3730 1 1
 81 82 3731 1 1
 82 83 3732 1 1
 83 84 3733 1 1
 84 85 3734 1 1
 85 86 3735 1 1
 86 87 3736 1 1
 87 88 3737 1 1
